,assignee_name,pub_number,cpc_code,filing_date,filing_year,country_code
4367,ANHUI BEANS PARK NETWORK TECH CO LTD,CN-107679966-A,G06Q30/06,20171019,2017,CN
4368,SHANGHAI XIMO INFORMATION TECH CO LTD,CN-107527271-A,G06Q30/06,20170830,2017,CN
4369,SHENZHEN BAIBUTI TECH CO LTD,CN-106952146-A,G06Q30/06,20170324,2017,CN
4370,TENCENT TECH (SHENZHEN) COMPANY LIMITED,US-2018033075-A1,G06Q30/06,20170817,2017,US
4371,LIBATION LIBERATION INC,US-2017364989-A1,G06Q30/06,20170614,2017,US
4372,MCMASTER CARR SUPPLY COMPANY,US-2018082347-A1,G06Q30/06,20171201,2017,US
4373,SHIN JI YOON,KR-20180127856-A,G06Q30/06,20170522,2017,KR
4374,DAEHAN COPORATION CO LTD,KR-20190068086-A,G06Q30/06,20171208,2017,KR
4375,NAM YE IN,KR-20180083561-A,G06Q30/06,20170113,2017,KR
4376,BINTI SHAARI AMNAH,WO-2017176105-A1,G06Q30/06,20170227,2017,WO
4377,SHENZHEN TRANSSION COMMUNICATIONS CO LTD,CN-107248102-A,G06Q30/06,20170621,2017,CN
4378,SHENZHEN QIANHAI YYD ROBOT CO LTD,CN-106934683-A,G06Q30/06,20170120,2017,CN
4379,WALMART APOLLO LLC,CA-3040701-A1,G06Q30/06,20171017,2017,CA
4380,ISTOBAL SA,EP-3258437-A1,G06Q30/06,20170516,2017,EP
4381,EBAY INC,CN-108885751-A,G06Q30/06,20170227,2017,CN
4382,ROSENTHAL ALEX,US-2018025413-A1,G06Q30/06,20170629,2017,US
4383,FLORELLE INC,US-10108999-B1,G06Q30/06,20170227,2017,US
4384,WaterIO Ltd,US-2019095853-A1,G06Q30/06,20170314,2017,US
4385,TETE A TETE INC,US-2018211206-A1,G06Q30/06,20170428,2017,US
4386,SERVICE TRADING COMPANY INC,WO-2018031912-A1,G06Q30/06,20170811,2017,WO
4387,RUBMAN SCOTT,EP-3585580-A1,G06Q30/06,20170821,2017,EP
4388,BEIJING DIDI INFINITY TECHNOLOGY & DEV CO LTD,GB-2570626-A,G06Q30/06,20170314,2017,GB
4389,NIO USA INC,WO-2018009772-A1,G06Q30/06,20170707,2017,WO
4390,YU JAE HYUN,WO-2018070619-A1,G06Q30/06,20170208,2017,WO
4391,FUJITSU LTD,EP-3301632-A1,G06Q30/06,20170925,2017,EP
4392,Idemia Identity & Security USA LLC,EP-3538377-A4,G06Q30/06,20171109,2017,EP
4393,FOSHAN XIAOXIAN INTERNET ELECTRICAL APPLIANCE TECH CO LTD,CN-106846118-A,G06Q30/06,20170208,2017,CN
4394,WU HAN,CN-107274265-A,G06Q30/06,20170609,2017,CN
4395,GEN MOTORS LLC,CN-108022145-A,G06Q30/06,20171027,2017,CN
4396,FUJI XEROX CO LTD,CN-107562334-A,G06Q30/06,20170417,2017,CN
4397,NHN ENTERTAINMENT CORP,KR-20170137007-A,G06Q30/06,20170911,2017,KR
4398,PAYPAL INC,US-2017262924-A1,G06Q30/06,20170124,2017,US
4399,FREDHOPPER B V,US-2017337614-A1,G06Q30/06,20170808,2017,US
4400,KIM HA YAN,KR-20190060501-A,G06Q30/06,20171124,2017,KR
4401,USABLENET INC,US-2018349004-A1,G06Q30/06,20170601,2017,US
4402,POLAR TECH LLC,US-2017116654-A1,G06Q30/06,20170105,2017,US
4403,JUN BO SUNG,KR-20190027492-A,G06Q30/06,20170907,2017,KR
4404,OPERR TECHNOLOGIES INC,SG-11201806112U-A,G06Q30/06,20170127,2017,SG
4405,ALIBABA GROUP SERVICES LTD,TW-201801004-A,G06Q30/06,20170410,2017,TW
4406,ALIBABA GROUP HOLDING LTD,EP-3493100-A4,G06Q30/06,20170719,2017,EP
4407,BEIJING JINGDONG SHANGKE INFORMATION TECHNOLOGY CO LTD,CN-108389098-A,G06Q30/06,20170203,2017,CN
4408,YULONG COMPUTER TELECOMMUNICATION SCIENTIFIC SHENZHEN CO LTD,CN-107464164-A,G06Q30/06,20170727,2017,CN
4409,OCEAN LINK TECH CO LTD,CN-107464161-A,G06Q30/06,20170727,2017,CN
4410,BEIJING SCIENCE & TECH CO THREE FAST ONLINE,CN-106682968-A,G06Q30/06,20170110,2017,CN
4411,HOME DEPOT INT INC,CA-3015830-A1,G06Q30/06,20170302,2017,CA
4412,TAICANG HUAAN ENTERPRISE MAN CO LTD,CN-107248104-A,G06Q30/06,20170626,2017,CN
4413,DELL PRODUCTS LP,US-2018204269-A1,G06Q30/06,20170117,2017,US
4414,NEXON CORP,KR-20190027200-A,G06Q30/06,20170906,2017,KR
4415,ODD CONCEPTS INC,US-2017132686-A1,G06Q30/06,20170125,2017,US
4416,GOOGLE LLC,KR-20190097184-A,G06Q30/06,20170926,2017,KR
4417,LONG FAN,WO-2017186084-A1,G06Q30/06,20170424,2017,WO
4418,ALIBABA GROUP HOLDING LTD,SG-11201808950S-A,G06Q30/06,20170331,2017,SG
4419,ALIBABA GROUP HOLDING LTD,KR-20180131623-A,G06Q30/06,20170405,2017,KR
4420,CHOI HYE SU,KR-20180127103-A,G06Q30/06,20170519,2017,KR
4421,SCIGINEER INC,WO-2017221868-A1,G06Q30/06,20170619,2017,WO
4422,CHUNG HYUN CHEOL,KR-20190014389-A,G06Q30/06,20170802,2017,KR
4423,BEIJING XIAODU INF TECH CO LTD,WO-2017167291-A1,G06Q30/06,20170331,2017,WO
4424,ALIBABA GROUP HOLDING LTD,WO-2018019169-A1,G06Q30/06,20170719,2017,WO
4425,LONGCANG INFORMATION TECH SHANGHAI CO LTD,CN-107437213-A,G06Q30/06,20170724,2017,CN
4426,JUST EAT HOLDING LTD,EP-3479599-A1,G06Q30/06,20170629,2017,EP
4427,BLOOMREACH INC,EP-3510499-A1,G06Q30/06,20170908,2017,EP
4428,ZHIXIANG INTERCONNECTION (XIAMEN) TECH CO LTD,CN-107220883-A,G06Q30/06,20170601,2017,CN
4429,ROYAL BANK OF CANADA,EP-3485437-A1,G06Q30/06,20170718,2017,EP
4430,YAHOO JAPAN CORP,US-2018012284-A1,G06Q30/06,20170628,2017,US
4431,ALIBABA GROUP HOLDING LTD,US-2018089325-A1,G06Q30/06,20170926,2017,US
4432,CLEAN TRAIN PROPULSION,US-2018144398-A1,G06Q30/06,20171121,2017,US
4433,Trius Retail LLC,US-2018075522-A1,G06Q30/06,20171117,2017,US
4434,IBM,US-2017337607-A1,G06Q30/06,20170725,2017,US
4435,PARK SU PUM,KR-101901454-B1,G06Q30/06,20170324,2017,KR
4436,XIAN CHAOHI NET TECH CO LTD,US-2019279185-A1,G06Q30/06,20170104,2017,US
4437,KIM JIN,KR-101954398-B1,G06Q30/06,20171030,2017,KR
4438,IBM,US-2019172118-A1,G06Q30/06,20171205,2017,US
4439,WALMART APOLLO LLC,WO-2018075531-A1,G06Q30/06,20171017,2017,WO
4440,BEIJING XIAODU INF TECH CO LTD,CN-107451878-A,G06Q30/06,20170601,2017,CN
4441,BEIJING JINGDONG SHANGKE INFORMATION TECHNOLOGY CO LTD,WO-2018032955-A1,G06Q30/06,20170728,2017,WO
4442,3-EAST LLC,WO-2017173117-A1,G06Q30/06,20170330,2017,WO
4443,Klöckner Desma Schuhmaschinen GmbH,WO-2017220638-A1,G06Q30/06,20170621,2017,WO
4444,BEIJING JINGDONG SHANGKE INFORMATION TECHNOLOGY CO LTD,CN-107316234-A,G06Q30/06,20170721,2017,CN
4445,SAMSUNG ELECTRONICS CO LTD,WO-2017171418-A1,G06Q30/06,20170330,2017,WO
4446,SHANGHAI FEIXUN COMMUNICATION CO LTD,CN-107274253-A,G06Q30/06,20170515,2017,CN
4447,BEIJING MATRIX CUBE NETWORK TECH CO LTD,CN-107292706-A,G06Q30/06,20170607,2017,CN
4448,BLUESKY DATASHEETS LLC,US-2018040058-A1,G06Q30/06,20171020,2017,US
4449,WAL MART STORES INC,US-2018174223-A1,G06Q30/06,20171013,2017,US
4450,MODERNDESIGN CO LTD,KR-20190011566-A,G06Q30/06,20170725,2017,KR
4451,IAC IN NAT UNIV CHUNGNAM,KR-20180092505-A,G06Q30/06,20170209,2017,KR
4452,BEIJING XIAOMI MOBILE SOFTWARE CO LTD,US-2017372387-A1,G06Q30/06,20170620,2017,US
4453,URB-IT & ASS AB,WO-2018004445-A1,G06Q30/06,20170630,2017,WO
4454,WAL-MART STORES INC,WO-2017173220-A1,G06Q30/06,20170331,2017,WO
4455,AFFINIO INC,EP-3469541-A1,G06Q30/06,20170613,2017,EP
4456,AUDI AG,CN-108431855-A,G06Q30/06,20170331,2017,CN
4457,EAKAY CORP,CN-107464171-A,G06Q30/06,20170816,2017,CN
4458,LUO BAOFENG,CN-107392712-A,G06Q30/06,20170721,2017,CN
4459,SHANGHAI YIYA INFORMATION TECH CO LTD,CN-106934686-A,G06Q30/06,20170216,2017,CN
4460,EZWEBPIA CO LTD,KR-20180088092-A,G06Q30/06,20170126,2017,KR
4461,STRAUSS LEVI & CO,US-2018165736-A1,G06Q30/06,20171213,2017,US
4462,BSM TECH LTD,US-2017278164-A1,G06Q30/06,20170613,2017,US
4463,PAYPAL INC,US-2017221135-A1,G06Q30/06,20170411,2017,US
4464,MANDO CORP,KR-20180120888-A,G06Q30/06,20170428,2017,KR
4465,COASIA CORP,KR-20190052824-A,G06Q30/06,20171109,2017,KR
4466,LEE ALICE CRICKET,US-2017364982-A1,G06Q30/06,20170616,2017,US
4467,WALMART APOLLO LLC,MX-2018010927-A,G06Q30/06,20170308,2017,MX
4468,LUCIDO JOHN,US-2018047094-A1,G06Q30/06,20171025,2017,US
4469,DIEBOLD NIXDORF INCORPORATED,US-2019251619-A1,G06Q30/06,20171023,2017,US
4470,BAJOVIC FILIP,WO-2018111448-A1,G06Q30/06,20171108,2017,WO
4471,Parking Gurus LLC,US-2018130125-A1,G06Q30/06,20171108,2017,US
4472,WALMART APOLLO LLC,MX-2019003885-A,G06Q30/06,20171004,2017,MX
4473,LI LINGHUI,CN-107194756-A,G06Q30/06,20170417,2017,CN
4474,SNOW CORP,CN-110476178-A,G06Q30/06,20170330,2017,CN
4475,SHENZHEN CHARGERLINK INC,CN-107133841-A,G06Q30/06,20170420,2017,CN
4476,EBAY INC,CN-108885702-A,G06Q30/06,20170329,2017,CN
4477,BEIJING XIAOMI MOBILE SOFTWARE CO LTD,CN-106981011-A,G06Q30/06,20170320,2017,CN
4478,WAL MART STORES INC,US-2018040043-A1,G06Q30/06,20170721,2017,US
4479,WAL MART STORES INC,US-2018197230-A1,G06Q30/06,20170109,2017,US
4480,AINTU INC,US-2017213270-A1,G06Q30/06,20170123,2017,US
4481,DOUGLAS CHRIS,US-2018240174-A1,G06Q30/06,20170217,2017,US
4482,ALLSTATE INSURANCE CO,US-10382900-B1,G06Q30/06,20170104,2017,US
4483,PLAYAUTO CO LTD,KR-20190081671-A,G06Q30/06,20171229,2017,KR
4484,LEE SANG JIN,KR-20190081389-A,G06Q30/06,20171229,2017,KR
4485,MASTERCARD INTERNATIONAL INC,US-2019114695-A1,G06Q30/06,20171018,2017,US
4486,XUZHOU JIAAN HEALTH IND CO LTD,CN-107688986-A,G06Q30/06,20170824,2017,CN
4487,LEE EUI HWAN,KR-20180137679-A,G06Q30/06,20170619,2017,KR
4488,YOKOGAWA ELECTRIC CORP,WO-2018101103-A1,G06Q30/06,20171120,2017,WO
4489,9206868 CANADA INC,WO-2018014109-A8,G06Q30/06,20170724,2017,WO
4490,SONY CORP,WO-2018012073-A1,G06Q30/06,20170417,2017,WO
4491,SHANDONG INSPUR CLOUD SERVICE INFORMATION TECH CO LTD,CN-107169844-A,G06Q30/06,20170607,2017,CN
4492,SHENZHEN SIYU NETWORK TECH CO LTD,CN-107248098-A,G06Q30/06,20170525,2017,CN
4493,MENG LI,CN-107341715-A,G06Q30/06,20170711,2017,CN
4494,ACCENTURE GLOBAL SERVICES LTD,AU-2017279649-A1,G06Q30/06,20171220,2017,AU
4495,GOERTEK TECH CO LTD,CN-107180372-A,G06Q30/06,20170411,2017,CN
4496,ELEVEN STREET CO LTD,KR-20190024168-A,G06Q30/06,20170831,2017,KR
4497,ORIG3N INC,TW-201835797-A,G06Q30/06,20171219,2017,TW
4498,AT & T IP I LP,US-10540698-B2,G06Q30/06,20170227,2017,US
4499,SONY CORP,US-2020074530-A1,G06Q30/06,20171026,2017,US
4500,FACEBOOK INC,US-2018336620-A1,G06Q30/06,20170519,2017,US
4501,UNIV HARBIN ENG,CN-107507054-A,G06Q30/06,20170724,2017,CN
4502,GUANGZHOU ZHONGSHIJUE HEALTH MAN LTD,CN-107392731-A,G06Q30/06,20170803,2017,CN
4503,BEIJING XIAOMI MOBILE SOFTWARE CO LTD,CN-107316228-A,G06Q30/06,20170629,2017,CN
4504,PRAESTOO,FR-3061589-B1,G06Q30/06,20170103,2017,FR
4505,BEIJING DIDI INFINITY TECH & DEV CO LTD,CN-109416808-A,G06Q30/06,20170914,2017,CN
4506,TELANQI XIAMEN TECH CO LTD,CN-107657502-A,G06Q30/06,20170818,2017,CN
4507,STACKED RESTAURANTS LLC,US-2018165754-A1,G06Q30/06,20171020,2017,US
4508,ALIBABA GROUP HOLDING LTD,US-2018053234-A1,G06Q30/06,20170815,2017,US
4509,DU BYEONG IL,KR-20190029102-A,G06Q30/06,20170911,2017,KR
4510,SANDERS CHRISTINE M,US-2017262915-A1,G06Q30/06,20170308,2017,US
4511,HAND HELD PROD INC,US-10402895-B2,G06Q30/06,20170818,2017,US
4512,BOOKCUBE NETWORKS CO LTD,KR-20180109091-A,G06Q30/06,20170321,2017,KR
4513,KIM HAK HAE,KR-20170125756-A,G06Q30/06,20170619,2017,KR
4514,WALMART APOLLO LLC,MX-2019001940-A,G06Q30/06,20170817,2017,MX
4515,BROTHER IND LTD,US-2018182021-A1,G06Q30/06,20171212,2017,US
4516,THE UPPER DECK COMPANY,US-2017213265-A1,G06Q30/06,20170126,2017,US
4517,ATLASMAN DMITRY,US-2017200210-A1,G06Q30/06,20170111,2017,US
4518,CAFE AGENCY,KR-20190054458-A,G06Q30/06,20171113,2017,KR
4519,FOSHAN SHUNDE MIDEA ELECTRICAL HEATING APPLIANCES MFG CO LTD,US-2019304588-A1,G06Q30/06,20171116,2017,US
4520,ZHEJIANG SHULIANYUN GROUP CO LTD,CN-108074167-A,G06Q30/06,20171117,2017,CN
4521,LI LIMING,CN-107133847-A,G06Q30/06,20170428,2017,CN
4522,MAPSSI,KR-20190020975-A,G06Q30/06,20170822,2017,KR
4523,NANJING LYUZHICHENG PATENT TECH DEVELOPMENT CO LTD,CN-107944944-A,G06Q30/06,20171025,2017,CN
4524,WAL MART STORES INC,US-2018211303-A1,G06Q30/06,20170123,2017,US
4525,MASTERCARD INTERNATIONAL INC,US-2018308155-A1,G06Q30/06,20170419,2017,US
4526,ACCENTURE GLOBAL SOLUTIONS LTD,PH-12017000225-A1,G06Q30/06,20170804,2017,PH
4527,SHINWOO INFORMATION SYSTEMS CO LTD,KR-20180130310-A,G06Q30/06,20170529,2017,KR
4528,HALLMARK CARDS,US-2018053243-A1,G06Q30/06,20171024,2017,US
4529,HAVARD TIMOTHY ADAM,US-2017364983-A1,G06Q30/06,20170907,2017,US
4530,WOLVERINE OUTDOORS INC,US-2017308945-A1,G06Q30/06,20170419,2017,US
4531,NCR CORP,US-10482509-B2,G06Q30/06,20170901,2017,US
4532,ALIBABA GROUP HOLDING LTD,CN-107392623-A,G06Q30/06,20170522,2017,CN
4533,WAL-MART STORES INC,US-2017221130-A1,G06Q30/06,20170131,2017,US
4534,HACOHEN YUVAL HAI,WO-2018015807-A2,G06Q30/06,20170717,2017,WO
4535,STATE FARM MUTUAL AUTOMOBILE INSURANCE CO,US-10504189-B1,G06Q30/06,20170223,2017,US
4536,ALIBABA GROUP HOLDING LTD,US-2017243276-A1,G06Q30/06,20170309,2017,US
4537,SQUARE INC,WO-2017160454-A1,G06Q30/06,20170216,2017,WO
4538,NHN ENTERTAINMENT CORP,JP-2018049620-A,G06Q30/06,20170920,2017,JP
4539,LOOP COMMERCE INC,US-2018040057-A1,G06Q30/06,20170801,2017,US
4540,INSPUR GROUP CO LTD,CN-108053277-A,G06Q30/06,20171208,2017,CN
4541,BEIJING XIAODU INF TECH CO LTD,CN-107767236-A,G06Q30/06,20171114,2017,CN
4542,ACH FOOD COMPANIES INC,CA-2972730-A1,G06Q30/06,20170707,2017,CA
4543,VERVE WIRELESS INC,US-2018253777-A1,G06Q30/06,20171004,2017,US
4544,GRABANGO CO,US-2017323376-A1,G06Q30/06,20170509,2017,US
4545,GILLETTE CO LLC,US-2018040052-A1,G06Q30/06,20170628,2017,US
4546,NATURELINK CO LTD,KR-101816878-B1,G06Q30/06,20170523,2017,KR
4547,ALIBABA GROUP HOLDING LTD,MX-2018016300-A,G06Q30/06,20170619,2017,MX
4548,SPIBER INC,CA-3040292-A1,G06Q30/06,20171011,2017,CA
4549,ELEMENT DATA INC,US-2019164206-A1,G06Q30/06,20171129,2017,US
4550,SHIMANO SHUNNOSUKE,WO-2018173310-A1,G06Q30/06,20170731,2017,WO
4551,ROYAL APP LTD,WO-2017137969-A1,G06Q30/06,20170214,2017,WO
4552,JUST EAT HOLDING LTD,GB-2559205-A,G06Q30/06,20170301,2017,GB
4553,KELAMAYI RONGXIN ZHIYOU INFORMATION TECH CO LTD,CN-106886937-A,G06Q30/06,20170214,2017,CN
4554,TAICANG HONGCE RUIDA CERTIFICATION CONSULTING CO LTD,CN-107230128-A,G06Q30/06,20170425,2017,CN
4555,SHENZHEN CHUNCAI HOME ACCESS LTD,CN-107705167-A,G06Q30/06,20170228,2017,CN
4556,UNIV WEST ANHUI,CN-107292716-A,G06Q30/06,20170616,2017,CN
4557,FACEBOOK INC,IL-254620-D0,G06Q30/06,20170924,2017,IL
4558,SHANGHAI WIND TECH CO LTD,CN-107507056-A,G06Q30/06,20170731,2017,CN
4559,MARIELLA LABELS OY,FI-20176008-A1,G06Q30/06,20171110,2017,FI
4560,VIVINT INC,US-2017236193-A1,G06Q30/06,20170504,2017,US
4561,EBAY INC,US-2018075501-A1,G06Q30/06,20171120,2017,US
4562,PAYPAL INC,US-2017178214-A1,G06Q30/06,20170307,2017,US
4563,HYOUN JUN HEE,KR-20190033997-A,G06Q30/06,20170922,2017,KR
4564,KATORI INC,US-2017255979-A1,G06Q30/06,20170522,2017,US
4565,KLEKOS LLC,US-2018060932-A1,G06Q30/06,20170829,2017,US
4566,TONNISON WENXUAN,US-2017330255-A1,G06Q30/06,20170802,2017,US
4567,BEIJING DIDI INFINITY TECHNOLOGY & DEV CO LTD,WO-2018113159-A1,G06Q30/06,20170428,2017,WO
4568,AutoAlert LLC,WO-2018075561-A1,G06Q30/06,20171017,2017,WO
4569,IND TECH RES INST,US-10572929-B2,G06Q30/06,20171225,2017,US
4570,MAPLEBEAR INC DBA INSTACART,MX-2019002519-A,G06Q30/06,20170905,2017,MX
4571,WaterIO Ltd,KR-20180121565-A,G06Q30/06,20170314,2017,KR
4572,WAL MART STORES INC,WO-2018039437-A1,G06Q30/06,20170824,2017,WO
4573,AMI COSMETIC CO LTD,KR-20190074500-A,G06Q30/06,20171220,2017,KR
4574,YUANSE DIGITAL TECH CO LTD SHAOXING,CN-107369068-A,G06Q30/06,20170702,2017,CN
4575,DEN4DOGS AS,WO-2018052312-A1,G06Q30/06,20170915,2017,WO
4576,GILLETTE CO LLC,EP-3497659-A1,G06Q30/06,20170731,2017,EP
4577,XIAO LINGJUN,CN-107330765-A,G06Q30/06,20170705,2017,CN
4578,TIANJIN MUYEMEI EXHIBITION DISPLAY SERVICE CO LTD,CN-107146136-A,G06Q30/06,20170502,2017,CN
4579,BEIJING JINGDONG SHANGKE INFORMATION TECHNOLOGY CO LTD,CN-107481093-A,G06Q30/06,20170721,2017,CN
4580,MAPLEBEAR INC,EP-3510543-A1,G06Q30/06,20170905,2017,EP
4581,EAST INNER MONGOLIA ELECTRIC POWER CO LTD,CN-107958331-A,G06Q30/06,20171124,2017,CN
4582,GILLETTE CO LLC,EP-3497651-A1,G06Q30/06,20170731,2017,EP
4583,FUTURE SHOE INC,US-10002376-B2,G06Q30/06,20170324,2017,US
4584,ELSE CORP S R L,US-2018068367-A1,G06Q30/06,20170831,2017,US
4585,WALMART APOLLO LLC,MX-2019001332-A,G06Q30/06,20170728,2017,MX
4586,United parcel service america inc,US-2018018729-A1,G06Q30/06,20170712,2017,US
4587,VAST COM INC,US-2017372402-A1,G06Q30/06,20170608,2017,US
4588,HIBIKI CO LTD,KR-20190044624-A,G06Q30/06,20170830,2017,KR
4589,EBAY INC,US-2017171901-A1,G06Q30/06,20170214,2017,US
4590,AUDI AG,WO-2018114216-A1,G06Q30/06,20171124,2017,WO
4591,BROTHER IND LTD,US-2017345080-A1,G06Q30/06,20170320,2017,US
4592,APTTUS CORP,US-2018293640-A1,G06Q30/06,20170411,2017,US
4593,CBS INTERACTIVE INC,US-2017200219-A1,G06Q30/06,20170325,2017,US
4594,GUANGZHOU ZHONGTOU TECH CO LTD,CN-107194772-A,G06Q30/06,20170518,2017,CN
4595,MAKAROV FELIX VLADIMIROVICH,WO-2017176161-A1,G06Q30/06,20170328,2017,WO
4596,XIAMEN ENAME TECH CO LTD,CN-107507064-A,G06Q30/06,20170822,2017,CN
4597,GUANGZHOU HUANQIUMENG ELECTRONIC COMMERCE CO LTD,CN-107292729-A,G06Q30/06,20170816,2017,CN
4598,FORD GLOBAL TECH LLC,DE-102017107163-A1,G06Q30/06,20170404,2017,DE
4599,LUO DEXUAN,CN-107358510-A,G06Q30/06,20170719,2017,CN
4600,WALMART APOLLO LLC,MX-2018011977-A,G06Q30/06,20170331,2017,MX
4601,WaterIO Ltd,MX-2018010740-A,G06Q30/06,20170314,2017,MX
4602,WAL MART STORES INC,US-2018315112-A1,G06Q30/06,20170428,2017,US
4603,WISEFASHION INC,KR-20190078951-A,G06Q30/06,20171227,2017,KR
4604,DIEBOLD NIXDORF INCORPORATED,EP-3529751-A1,G06Q30/06,20171023,2017,EP
4605,IMAGR LTD,US-2019057435-A1,G06Q30/06,20170216,2017,US
4606,ALECE LIVE INC,WO-2018060774-A2,G06Q30/06,20170929,2017,WO
4607,ACCENTURE GLOBAL SOLUTIONS LTD,US-2019012721-A1,G06Q30/06,20170705,2017,US
4608,SROOK CO LTD,KR-20180040120-A,G06Q30/06,20171214,2017,KR
4609,ROY ITTAH,IL-253724-D0,G06Q30/06,20170730,2017,IL
4610,DREAM AGILITY LTD,GB-201705077-D0,G06Q30/06,20170330,2017,GB
4611,SHENZHEN NAISI NETWORK TECH CO LTD,CN-107169836-A,G06Q30/06,20170518,2017,CN
4612,ITAB SCANFLOW AB,EP-3559884-A1,G06Q30/06,20171220,2017,EP
4613,BEIJING DIDI INFINITY TECHNOLOGY & DEV CO LTD,CA-3029267-A1,G06Q30/06,20170914,2017,CA
4614,WUHAN QIMI NETWORK TECH CO LTD,CN-107492021-A,G06Q30/06,20170828,2017,CN
4615,HONG KONG PRODUCTIVITY COUNCIL,CN-107665452-A,G06Q30/06,20170726,2017,CN
4616,SHANGHAI YUFENG INFORMATION TECH CO LTD,CN-107862564-A,G06Q30/06,20170929,2017,CN
4617,CTRIP COMPUTER TECH SHANGHAI CO LTD,CN-107274257-A,G06Q30/06,20170602,2017,CN
4618,BALASUBRAMANIAN CHANDRA S,US-2017249691-A1,G06Q30/06,20170517,2017,US
4619,EBAY INC,US-2017293963-A1,G06Q30/06,20170426,2017,US
4620,CHEN YI-CHOU,US-2018012271-A1,G06Q30/06,20170707,2017,US
4621,OMRON TATEISI ELECTRONICS CO,US-2019228466-A1,G06Q30/06,20170925,2017,US
4622,GANG XU,CN-107301579-A,G06Q30/06,20170428,2017,CN
4623,ZAKULA ANTHONY,US-2019114691-A1,G06Q30/06,20171016,2017,US
4624,SENSORIANT INC,KR-20190040038-A,G06Q30/06,20170911,2017,KR
4625,KIM SUE JIN,KR-20190013256-A,G06Q30/06,20170801,2017,KR
4626,RUBICON GLOBAL HOLDINGS LLC,CA-2958379-A1,G06Q30/06,20170217,2017,CA
4627,SICHUAN CREATION TECH CO LTD,CN-107016599-A,G06Q30/06,20170406,2017,CN
4628,JIANGXI BORUI TONGYUN TECH CO LTD,CN-107169851-A,G06Q30/06,20170630,2017,CN
4629,UNIV PLA INFORMATION ENGINEERING,CN-107507073-A,G06Q30/06,20170914,2017,CN
4630,EBAY INC,US-2017364987-A1,G06Q30/06,20170830,2017,US
4631,NHN ENTERTAINMENT CORP,KR-20180088547-A,G06Q30/06,20170126,2017,KR
4632,LIN-HENDEL CATHERINE G,US-2017236198-A1,G06Q30/06,20170501,2017,US
4633,POINT INSIDE INC,US-2018365755-A1,G06Q30/06,20171206,2017,US
4634,GNB SHIPPING CO LTD,KR-20190044308-A,G06Q30/06,20171020,2017,KR
4635,TENCENT TECH SHENZHEN CO LTD,US-2018047089-A1,G06Q30/06,20171026,2017,US
4636,ROYCROFT DANIEL P,US-2017300983-A1,G06Q30/06,20170417,2017,US
4637,KEB HANA BANK,KR-20170136416-A,G06Q30/06,20170117,2017,KR
4638,IND TECH RES INST,US-2019197598-A1,G06Q30/06,20171222,2017,US
4639,REDFIN CORP,US-10078866-B1,G06Q30/06,20170217,2017,US
4640,HOME DEPOT INT INC,WO-2017155767-A1,G06Q30/06,20170302,2017,WO
4641,UNIV NINGBO,CN-106920146-A,G06Q30/06,20170220,2017,CN
4642,WIX COM LTD,CA-3047536-A1,G06Q30/06,20171221,2017,CA
4643,YI TUNNEL BEIJING TECH CO LTD,CN-208957427-U,G06Q30/06,20171128,2017,CN
4644,PHAM THIEN VAN,CA-3047533-A1,G06Q30/06,20171218,2017,CA
4645,HANGZHOU JIHE NETWORK TECH CO LTD,CN-107169819-A,G06Q30/06,20170428,2017,CN
4646,ALIBABA GROUP HOLDING LTD,US-2017358006-A1,G06Q30/06,20170613,2017,US
4647,RUBICON GLOBAL HOLDINGS INC,US-2018247351-A1,G06Q30/06,20170227,2017,US
4648,SENSORIANT INC,US-10181148-B2,G06Q30/06,20170615,2017,US
4649,SERVICENOW INC,US-2019102817-A1,G06Q30/06,20171024,2017,US
4650,WUHAN CANMOU NETWORK TECH DEV CO LTD,CN-106779983-A,G06Q30/06,20170215,2017,CN
4651,MICROSOFT TECHNOLOGY LICENSING LLC,US-2018374143-A1,G06Q30/06,20170627,2017,US
4652,NAM KI WON,US-2019213664-A1,G06Q30/06,20170428,2017,US
4653,WAL-MART STORES INC,WO-2017181025-A1,G06Q30/06,20170414,2017,WO
4654,BEIJING FENGJING ZHUOYUE TECH CO LTD,CN-107679934-A,G06Q30/06,20170831,2017,CN
4655,SUZHOU SHANGXINBAO INFORMATION TECH CO LTD,CN-107424039-A,G06Q30/06,20170519,2017,CN
4656,IMAGR LTD,CA-3053106-A1,G06Q30/06,20170216,2017,CA
4657,SPIBER INC,CN-109804406-A,G06Q30/06,20171011,2017,CN
4658,ALIBABA GROUP HOLDING LTD,CN-108346071-A,G06Q30/06,20170122,2017,CN
4659,SERVICENOW INC,EP-3399417-A1,G06Q30/06,20171228,2017,EP
4660,WAL MART STORES INC,JP-2018055700-A,G06Q30/06,20171106,2017,JP
4661,KIM TAE KU,KR-20180107515-A,G06Q30/06,20170322,2017,KR
4662,DealerDirect LLC d/b/a FordDirect,US-2017293956-A1,G06Q30/06,20170626,2017,US
4663,MONTICELLO ENTPR LLC,US-2017345105-A1,G06Q30/06,20170816,2017,US
4664,IBM,US-2018349977-A1,G06Q30/06,20170601,2017,US
4665,MICROSOFT TECHNOLOGY LICENSING LLC,WO-2017189341-A1,G06Q30/06,20170421,2017,WO
4666,WALMART APOLLO LLC,MX-2018010928-A,G06Q30/06,20170308,2017,MX
