,num_critic_for_reviews,gross,num_voted_users,facenumber_in_poster,num_user_for_reviews,content_rating,imdb_score,Biography,Comedy,Crime,Drama,Romance,Mystery_Thriller_Horror,Sci-Fi_Fantasy,Family_Animation,Action_Adventure,History_War,Others,director_rank,actor1_rank,actor2_rank,actor3_rank,gross_budget_ratio,log_duration,log_cast_total_facebook_likes,log_director_facebook_likes,log_budget,log_gross_budget_ratio,log_movie_facebook_likes,log_actor_1_facebook_likes,log_actor_2_facebook_likes,log_actor_3_facebook_likes
1160,194.0,261481.0,41496,0.0,210.0,R,7.5,0,0,0,1,1,0,1,0,0,0,0,8,3,3,5,0.02179008333333333,4.859812404361672,7.774015077250727,0.0,16.300417207752275,-3.8263003056486475,0.0,6.777646593635117,6.466144724237619,6.3561076606958915
1164,41.0,76501438.0,8146,0.0,49.0,G,6.1,0,1,0,0,1,0,0,1,1,0,0,7,3,3,4,2.550047933333333,4.356708826689592,8.417814747435958,0.0,17.216707939626428,0.9361121563792869,0.0,6.878326468291325,6.738152494595957,6.666956792429207
1165,58.0,13592872.0,10777,1.0,79.0,R,5.1,0,1,0,0,0,0,0,0,0,0,0,6,6,3,6,1.2357156363636363,4.430816798843313,9.304012847838818,4.2626798770413155,16.213405830762646,0.2116502648989125,4.2626798770413155,8.987196820661973,6.583409222158765,6.315358001522335
1166,103.0,68525609.0,132963,5.0,302.0,R,6.5,0,1,0,0,0,0,0,0,0,0,0,7,3,3,5,4.392667243589743,4.543294782270004,8.265907334155747,6.173786103901937,16.562781472219765,1.4799366151612872,6.173786103901937,6.907755278982137,6.194405391104672,6.186208623900494
1167,57.0,2185266.0,8720,0.0,186.0,R,6.5,0,1,0,1,0,0,0,0,0,0,1,8,3,4,5,0.21852660000000002,4.90527477843843,8.358431899031295,0.0,16.11809565095832,-1.5208475327256639,0.0,6.907755278982137,6.882437470997847,6.7464121285733745
1168,187.0,51396781.0,188887,1.0,662.0,R,7.6,0,0,0,1,0,0,0,0,0,1,0,8,4,1,2,0.7558350147058823,4.875197323201151,8.537583881063972,5.384495062789089,18.03501826314038,-0.2799321611352499,5.384495062789089,8.517193191416238,3.5553480614894135,3.367295829986474
1169,170.0,34543701.0,100001,1.0,289.0,PG-13,5.9,0,0,0,0,0,1,1,0,1,0,0,7,4,4,6,0.4212646463414633,4.812184355372417,8.672314828283538,4.007333185232471,18.222229805228526,-0.8644940291568673,4.007333185232471,8.006367567650246,6.882437470997847,6.862757913051401
1171,81.0,15464026.0,23076,2.0,158.0,PG-13,5.3,0,1,0,0,1,0,0,0,0,0,0,6,2,2,3,0.7732013000000001,4.584967478670572,7.080867896690782,4.962844630259907,16.811242831518264,-0.25721585032500827,4.962844630259907,5.71042701737487,5.375278407684165,5.030437921392435
1172,51.0,12372410.0,11709,1.0,101.0,PG-13,5.3,0,1,0,0,0,0,0,0,0,0,1,6,4,3,6,0.5155170833333333,4.672828834461906,8.511376306094673,3.871201010907891,16.99356438831222,-0.6625848367273061,3.871201010907891,6.907755278982137,6.863803391452954,6.84587987526405
1176,34.0,75078.0,1398,4.0,26.0,R,6.3,0,1,0,0,0,0,0,0,0,0,0,8,2,3,3,0.005362714285714286,4.634728988229636,7.246368080102461,5.605802066295998,16.454567887579532,-5.228285035486423,5.605802066295998,6.601230118728877,6.1092475827643655,4.248495242049359
1177,71.0,403932.0,5254,4.0,92.0,R,6.5,0,0,0,1,1,0,0,0,0,0,1,7,6,4,6,0.0201966,4.74493212836325,9.747067633264827,5.231108616854587,16.811242831518264,-3.902241005573529,5.231108616854587,9.546812608597396,6.802394763324311,6.787844982309579
1178,64.0,3100650.0,7277,4.0,181.0,PG-13,3.9,0,0,0,1,0,1,0,0,0,0,0,4,2,2,3,0.221475,4.430816798843313,6.0330862217988015,2.4849066497880004,16.454567887579532,-1.507445562684041,2.4849066497880004,5.0689042022202315,4.624972813284271,4.624972813284271
1179,123.0,10965209.0,25558,2.0,221.0,PG-13,6.1,0,0,1,1,0,1,0,0,1,0,0,7,2,2,4,0.36550696666666666,4.6913478822291435,7.167809184316444,3.367295829986474,17.216707939626428,-1.006469939326441,3.367295829986474,6.658011045870748,5.480638923341991,4.51085950651685
1181,93.0,16252765.0,44913,1.0,181.0,R,6.0,0,0,0,1,1,1,0,0,0,0,0,6,6,2,4,0.3869705952380952,4.770684624465665,9.364090971782101,3.8918202981106265,17.553180176247643,-0.9494065701359918,3.8918202981106265,9.305650551780507,5.375278407684165,5.043425116919247
1182,121.0,75764085.0,85844,1.0,322.0,PG-13,6.7,0,1,0,1,1,0,1,0,0,0,0,7,8,5,4,1.26273475,4.8283137373023015,9.71992522630604,6.040254711277414,17.909855120186375,0.23327980547662752,6.040254711277414,9.392661928770137,8.006367567650246,6.440946540632921
1183,122.0,33000377.0,27378,0.0,365.0,R,4.9,0,0,0,0,0,1,1,0,1,0,0,6,7,3,4,1.1785848928571432,4.59511985013459,10.058095270762568,4.2626798770413155,17.14771506813948,0.16431447546844466,4.2626798770413155,9.798127036878302,6.907755278982137,6.907755278982137
1184,86.0,69688384.0,34473,1.0,139.0,PG,6.1,0,1,0,0,0,0,1,1,0,0,0,7,7,3,6,1.1614730666666666,4.6443908991413725,9.708202329350314,5.420534999272286,17.909855120186375,0.14968908455367438,5.420534999272286,9.472704636443673,6.576469569048224,6.3578422665081
1185,60.0,10014234.0,8560,1.0,69.0,R,5.0,0,1,1,0,0,0,0,0,0,0,0,7,3,3,7,0.15406513846153844,4.653960350157523,8.183118079394745,0.0,17.98989782785991,-1.870379788975095,0.0,6.882437470997847,6.812345094177479,6.226536669287466
1186,132.0,41523271.0,57038,2.0,261.0,PG-13,6.6,0,1,1,1,1,0,0,0,0,0,0,8,7,3,3,0.5190408875,4.812184355372417,9.542087175590064,5.605802066295998,18.197537192638155,-0.655772617609121,5.605802066295998,9.472704636443673,6.1092475827643655,5.262690188904886
1187,89.0,45542421.0,13319,0.0,53.0,G,6.3,0,1,0,1,0,0,0,1,0,0,1,7,2,2,2,1.5180806999999998,4.343805421853684,6.354370040797351,3.2188758248682006,17.216707939626428,0.41744683961572204,3.2188758248682006,5.717027701406222,5.53338948872752,2.772588722239781
1188,151.0,30259652.0,26905,5.0,614.0,R,4.1,0,1,0,0,0,1,0,0,0,0,0,4,4,4,4,2.0173101333333334,4.543294782270004,8.601534339849989,3.332204510175204,16.523560759066484,0.7017650068614013,3.332204510175204,7.600902459542082,6.761572768804055,6.594413459749778
1189,147.0,52937130.0,198066,1.0,426.0,R,7.6,1,0,1,1,0,0,0,0,0,0,0,8,9,3,7,1.764571,4.820281565605037,10.679435173189221,3.8501476017100584,17.216707939626428,0.5679076013514298,3.8501476017100584,10.596634733096073,6.907755278982137,6.776506992372183
1190,95.0,17951431.0,25462,1.0,200.0,PG-13,5.8,0,0,1,1,0,1,0,0,0,0,0,6,3,4,5,0.5983810333333334,4.663439094112067,8.352082671352637,2.4849066497880004,17.216707939626428,-0.5135275484569852,2.4849066497880004,6.8690144506657065,6.738152494595957,6.38856140554563
1192,51.0,1744858.0,6084,1.0,120.0,R,7.0,0,1,0,1,1,0,0,0,0,0,1,8,3,5,6,1.7448580000000002,4.543294782270004,8.034306936339489,4.718498871295094,13.815510557964274,0.5566731769850704,4.718498871295094,6.907755278982137,6.716594773520978,6.059123195581797
1193,81.0,447750.0,18520,0.0,133.0,R,7.2,0,0,1,1,0,1,0,0,0,0,0,8,3,3,4,0.044775,4.736198448394496,7.661997558901893,0.0,16.11809565095832,-3.1061053310353617,0.0,6.762729506931879,6.529418838262226,5.998936561946683
1194,157.0,33508922.0,95860,2.0,660.0,PG-13,7.2,0,0,0,1,0,0,0,0,0,0,0,7,7,4,4,0.83772305,4.812184355372417,10.082470208064567,4.31748811353631,17.50439001207821,-0.17706772238380805,4.31748811353631,9.798127036878302,8.006367567650246,6.625392368007956
1195,106.0,24044532.0,19686,0.0,180.0,R,5.6,0,0,0,1,1,0,0,0,0,0,0,6,2,2,4,0.6327508421052631,4.624972813284271,7.272398392570047,3.7612001156935624,17.45309671769066,-0.4576785486921027,3.7612001156935624,5.730099782973574,5.652489180268651,5.634789603169249
1196,81.0,5308707.0,15053,2.0,165.0,R,6.4,0,1,1,1,0,1,0,0,0,0,0,8,4,3,4,1.0617413999999998,4.553876891600541,8.565030520830398,8.294049640102028,15.424948470398375,0.05991039034326172,8.294049640102028,8.294049640102028,6.371611847231857,5.811140992976701
1197,141.0,71069884.0,101899,0.0,445.0,R,6.8,0,0,1,1,0,1,0,0,0,0,0,7,10,5,5,1.0451453529411765,4.820281565605037,10.400346089073503,0.0,18.03501826314038,0.04415596946775315,0.0,9.998797732340453,9.210340371976184,6.363028103540465
1198,122.0,112692062.0,84325,0.0,205.0,PG,5.4,0,1,0,0,0,0,1,1,1,0,0,7,4,4,5,3.2197732000000006,4.477336814478207,8.411610428841172,0.0,17.37085861945369,1.1693109222930627,0.0,7.600902459542082,6.736966958001855,6.461468176353717
1199,95.0,5204007.0,42876,2.0,167.0,R,6.3,0,1,1,0,0,1,0,0,1,0,0,6,3,2,3,0.18585739285714287,4.532599493153256,6.950814768442584,3.4339872044851463,17.14771506813948,-1.6827756044067106,3.4339872044851463,6.663132695990803,4.882801922586371,4.04305126783455
1200,156.0,8434601.0,43006,5.0,460.0,R,4.9,0,0,0,0,0,1,1,0,1,0,0,7,7,5,6,0.30123575,4.584967478670572,10.270454353159858,0.0,17.14771506813948,-1.1998620982006543,0.0,10.165851817003619,6.907755278982137,6.802394763324311
1201,134.0,32598931.0,49300,1.0,265.0,R,6.2,0,0,0,1,0,1,0,0,1,0,0,8,2,3,4,0.5015220153846154,4.90527477843843,6.920671504248683,4.927253685157205,17.98989782785991,-0.6901077734716682,4.927253685157205,5.780743515792329,5.2574953720277815,5.214935757608986
1202,160.0,26421314.0,28964,0.0,457.0,R,4.0,0,0,0,0,0,1,1,0,1,0,0,4,2,2,3,1.7614209333333333,4.499809670330265,6.410174881966167,3.4339872044851463,16.523560759066484,0.5661208318044277,3.4339872044851463,5.262690188904886,5.214935757608986,5.087596335232384
1203,146.0,84037039.0,72591,0.0,289.0,PG,6.8,0,0,0,0,0,0,1,1,1,0,0,7,4,3,5,0.7003086583333333,4.553876891600541,9.631481959469355,3.044522437723423,18.60300230074632,-0.35623410064822597,3.044522437723423,9.392661928770137,6.687108607866515,6.220590170099739
1204,125.0,37879996.0,81888,2.0,254.0,PG-13,6.0,0,1,0,0,1,0,1,0,0,0,0,7,5,3,5,0.7891665833333333,4.532599493153256,8.592300663903043,9.305650551780507,17.686711568872166,-0.2367778481866399,9.305650551780507,8.006367567650246,6.354370040797351,6.182084906716632
1205,239.0,96471845.0,268581,0.0,1109.0,PG-13,7.6,0,0,0,0,0,1,1,0,0,0,0,8,2,2,3,5.6748144117647055,4.61512051684126,6.862757913051401,6.104793232414985,16.64872390202049,1.73603786005998,6.104793232414985,6.1779441140506,5.313205979041787,4.418840607796598
1206,94.0,25178165.0,70292,1.0,274.0,PG-13,6.7,0,0,0,1,1,0,0,0,0,0,0,7,7,8,7,0.629454125,4.77912349311153,10.291603022309179,1.9459101490553132,17.50439001207821,-0.4629023034511242,1.9459101490553132,9.798127036878302,9.104979856318357,6.805722553416985
1207,71.0,25590119.0,19699,0.0,119.0,PG,4.8,0,1,1,0,0,0,0,0,1,0,0,6,2,3,3,1.2099347044917257,4.5217885770490405,7.181591944611865,3.1354942159291497,16.86715046345656,0.19056639492260347,3.1354942159291497,6.131226489483141,6.091309882077698,5.087596335232384
1208,38.0,6044618.0,6200,1.0,92.0,R,5.6,0,0,1,1,0,0,0,0,1,0,0,6,4,7,4,0.6044618,4.564348191467836,10.202146656326484,2.1972245773362196,16.11809565095832,-0.503416803645291,2.1972245773362196,9.392661928770137,9.305650551780507,6.839476438228843
1209,61.0,64172251.0,19079,1.0,122.0,PG-13,5.4,0,1,0,0,0,0,1,0,0,0,0,7,3,4,5,2.139075033333333,4.465908118654584,7.976251943745623,4.859812404361672,17.216707939626428,0.7603735081822358,4.859812404361672,6.88653164253051,6.792344427470809,6.327936783729195
1210,187.0,144512310.0,272227,2.0,988.0,PG-13,6.7,0,0,1,0,0,1,0,0,1,0,0,6,6,6,5,3.8029555263157895,4.663439094112067,10.721658160407951,5.877735781779639,17.45309671769066,1.3357785345090312,5.877735781779639,10.043249494911286,9.546812608597396,8.294049640102028
1211,113.0,15738632.0,38076,2.0,399.0,R,5.9,0,1,1,0,0,1,0,0,1,0,0,6,4,3,4,0.37472933333333336,4.8283137373023015,9.584383610076006,2.3978952727983707,17.553180176247643,-0.981551291396492,2.3978952727983707,9.305650551780507,6.806829360392176,6.7650389767805414
1212,135.0,40048332.0,61417,1.0,339.0,R,5.5,0,0,0,1,0,1,0,0,1,0,0,7,2,2,3,0.4711568470588236,4.68213122712422,7.286191714702382,4.59511985013459,18.258161814454592,-0.7525642317833225,4.59511985013459,6.51025834052315,5.159055299214529,5.147494476813453
1214,84.0,2025238.0,9589,3.0,105.0,R,5.8,0,1,1,1,0,1,0,0,0,0,0,6,2,2,2,0.3375396666666667,4.553876891600541,6.192362489474872,2.0794415416798357,15.60727002719233,-1.0860722447115658,2.0794415416798357,5.497168225293202,5.438079308923196,2.70805020110221
1215,50.0,19693891.0,12993,2.0,107.0,PG-13,4.9,0,1,0,1,1,0,0,0,0,0,1,6,3,3,5,0.5792320882352942,4.68213122712422,8.114922974204593,2.9444389791664403,17.341871082580436,-0.5460520384864808,2.9444389791664403,6.880384082186005,6.860663671448287,6.22455842927536
1216,79.0,676698.0,26730,0.0,180.0,R,7.2,0,0,1,1,0,1,0,0,0,0,0,7,3,3,5,0.03759433333333333,4.634728988229636,8.317277766221235,5.0369526024136295,16.70588231586044,-3.280901949163922,5.0369526024136295,6.907755278982137,6.663132695990803,6.3561076606958915
1217,93.0,14252830.0,18900,0.0,242.0,PG-13,5.3,0,1,0,0,0,0,0,0,0,0,1,6,4,3,3,0.6478559090909091,4.584967478670572,8.234564993267135,1.3862943611198906,16.90655301132259,-0.4340869698701009,1.3862943611198906,8.006367567650246,6.186208623900494,4.418840607796598
1218,53.0,38168022.0,4687,0.0,83.0,R,6.6,0,1,0,0,0,0,0,0,0,0,1,8,4,3,4,12.722674000000001,4.74493212836325,7.582738488914411,0.0,14.914122846632385,2.543385755944608,0.0,6.907755278982137,6.077642243349034,5.886104031450156
1219,125.0,66808615.0,87351,0.0,344.0,R,6.1,0,1,1,0,1,0,0,0,1,0,0,8,8,8,8,1.9649592647058824,4.812184355372417,10.690056767839522,6.333279628139691,17.341871082580436,0.6754715146767699,6.333279628139691,10.085809109330082,9.305650551780507,8.987196820661973
1220,104.0,13491653.0,23728,0.0,213.0,R,6.1,0,0,0,1,0,1,0,0,0,0,0,7,4,4,6,0.7495362777777778,4.6913478822291435,9.61547209118311,4.852030263919617,16.70588231586044,-0.2883005599720584,4.852030263919617,9.305650551780507,7.600902459542082,6.907755278982137
1221,150.0,19719930.0,42621,0.0,531.0,R,6.8,0,0,1,1,0,1,0,0,0,0,0,8,3,2,2,0.43822066666666665,4.820281565605037,6.675823221634848,0.0,17.622173047734595,-0.825032690297871,0.0,6.583409222158765,3.784189633918261,2.9444389791664403
1222,96.0,25528495.0,28099,2.0,220.0,R,5.9,0,0,0,1,1,0,0,0,0,1,1,7,7,2,3,0.4478683333333333,4.875197323201151,10.057281025715545,4.68213122712422,17.858561825798823,-0.8032559885733948,4.68213122712422,10.043249494911286,5.493061443340548,4.060443010546419
1224,137.0,30307804.0,43991,2.0,695.0,R,5.2,0,0,0,1,0,1,1,0,0,0,0,6,2,3,5,0.8659372571428572,4.61512051684126,8.006700845440367,3.871201010907891,17.37085861945369,-0.14394282438061937,3.871201010907891,6.652863029353347,6.293419278846481,6.274762021241939
1225,78.0,1779284.0,12047,4.0,122.0,R,7.1,0,1,0,1,0,0,0,0,0,0,0,8,3,2,3,0.14827366666666664,4.6443908991413725,7.163946684342547,0.0,16.300417207752275,-1.9086956135981208,0.0,6.907755278982137,5.10594547390058,4.343805421853684
1227,105.0,93375151.0,46031,0.0,235.0,PG,5.2,0,1,0,0,0,0,1,1,1,0,0,4,3,4,5,1.5562525166666668,4.465908118654584,8.335911094196945,1.791759469228055,17.909855120186375,0.4422806983647807,1.791759469228055,8.006367567650246,6.498282149476434,6.003887067106539
1228,97.0,19351569.0,33287,1.0,201.0,PG-13,5.9,0,1,1,0,1,0,0,0,0,0,0,6,2,2,3,0.8796167727272727,4.564348191467836,6.498282149476434,5.3981627015177525,16.90655301132259,-0.12826895189844018,5.3981627015177525,5.480638923341991,5.420534999272286,4.700480365792417
1229,87.0,5516708.0,11375,2.0,91.0,R,4.9,0,1,0,0,1,0,0,0,0,0,0,6,3,4,3,0.22066832,4.553876891600541,7.7886260656250315,1.791759469228055,17.034386382832476,-1.511094519294177,1.791759469228055,6.744059186311348,6.734591659972948,5.5134287461649825
1230,91.0,3222857.0,12560,0.0,147.0,PG-13,7.8,0,0,0,1,1,0,0,0,0,0,0,8,3,3,2,0.0623805051518166,4.762173934797756,7.2399325913204695,5.926926025970411,17.760281261070663,-2.7745024698580867,5.926926025970411,6.907755278982137,5.796057750765372,3.4339872044851463
1231,91.0,112950721.0,33884,0.0,79.0,PG,4.6,0,1,0,0,0,0,1,1,0,0,0,6,3,4,8,1.5687600138888889,4.465908118654584,8.097730573664219,3.713572066704308,18.09217667698033,0.45028550723305044,3.713572066704308,6.907755278982137,6.539585955617669,6.352629396319567
1232,63.0,16033556.0,37901,1.0,518.0,PG-13,6.2,0,1,0,0,0,0,0,0,1,0,0,7,2,2,2,1.6033556,4.394449154672439,5.8888779583328805,5.170483995038151,16.11809565095832,0.4720986830870142,5.170483995038151,5.170483995038151,4.204692619390966,3.6635616461296463
1233,105.0,18306166.0,28130,2.0,215.0,PG-13,6.5,0,0,0,1,1,0,0,0,1,1,0,8,4,2,3,0.5230333142857143,4.8283137373023015,8.052614818815567,5.0689042022202315,17.37085861945369,-0.6481101185028254,5.0689042022202315,8.006367567650246,4.110873864173311,3.6635616461296463
1234,97.0,14249005.0,39788,1.0,619.0,R,4.5,0,1,0,0,0,0,0,0,0,0,0,5,3,3,5,0.9499336666666668,4.465908118654584,7.896924656268864,5.924255797414532,16.523560759066484,-0.05136312138680209,5.924255797414532,6.716594773520978,6.220590170099739,6.182084906716632
1235,186.0,183405771.0,402645,4.0,845.0,PG-13,7.8,0,0,1,0,0,1,0,0,0,0,0,8,6,4,4,2.1577149529411765,4.7535901911063645,9.474856166396124,0.0,18.258161814454592,0.7690497695763481,0.0,9.305650551780507,6.907755278982137,6.154858094016418
1237,66.0,4814244.0,12437,4.0,107.0,R,5.3,0,1,0,0,1,0,0,0,0,0,0,6,3,3,5,0.4376585454545455,4.454347296253507,7.789454566086673,1.3862943611198906,16.213405830762646,-0.8263162492213336,1.3862943611198906,6.866933284461882,6.104793232414985,6.049733455231958
1238,118.0,16123851.0,17373,2.0,148.0,PG-13,6.2,0,0,0,1,0,0,0,0,0,0,0,7,3,3,4,0.701037,4.948759890378168,7.388946097618437,5.703782474656201,16.951004773893423,-0.3551946116000831,5.703782474656201,6.690842277418564,6.289715570908998,4.290459441148391
1239,152.0,71309760.0,150308,1.0,498.0,PG-13,7.3,0,0,0,1,1,0,0,0,0,0,0,8,2,3,3,2.8523904,4.795790545596741,7.187657164114956,6.270988431858299,17.034386382832476,1.0481573795794736,6.270988431858299,6.293419278846481,5.988961416889864,5.093750200806762
1241,49.0,28972187.0,28805,1.0,159.0,PG-13,5.9,0,1,0,0,0,0,0,0,0,0,0,6,5,4,4,2.228629769230769,4.5217885770490405,9.448333126140598,2.5649493574615367,16.38045991542581,0.8013869433585132,2.5649493574615367,9.305650551780507,6.192362489474872,5.707110264748875
1242,76.0,510092.0,29424,0.0,336.0,R,7.0,1,0,1,1,0,0,0,0,0,0,0,8,3,3,5,0.009873164286811491,4.74493212836325,8.099554282376364,5.214935757608986,17.760281261070663,-4.617934880482001,5.214935757608986,6.593044534142437,6.473890696352274,6.311734809152915
1243,106.0,46729374.0,116625,2.0,469.0,PG-13,5.5,0,1,0,0,0,1,0,0,0,0,0,7,4,4,5,3.5945672307692313,4.418840607796598,8.772455372611907,2.0794415416798357,16.38045991542581,1.279423603055784,2.0794415416798357,8.006367567650246,6.839476438228843,6.416732282512326
1244,107.0,51758599.0,27580,0.0,232.0,R,5.5,0,1,1,1,0,1,0,0,1,0,0,6,4,4,8,1.568442393939394,4.61512051684126,8.689801056022553,3.7612001156935624,17.312018119430753,0.450083021126456,3.7612001156935624,7.600902459542082,6.907755278982137,6.484635235635252
1245,27.0,56007.0,3754,3.0,69.0,R,4.9,0,1,1,1,1,1,0,0,0,0,0,6,4,4,6,0.010183090909090907,4.59511985013459,8.821142236331891,4.02535169073515,15.520258650202699,-4.587026688297263,4.02535169073515,8.294049640102028,6.804614520062624,6.660575149839686
1246,64.0,1141829.0,8509,1.0,109.0,NC-17,7.2,0,0,1,1,0,0,0,0,0,0,0,8,2,2,2,1.6311842857142858,4.574710978503383,5.342334251964811,3.9512437185814275,13.458835614025542,0.4893063066578245,3.9512437185814275,4.382026634673881,4.204692619390966,3.58351893845611
1248,120.0,20384136.0,20467,1.0,371.0,R,4.7,0,0,0,0,0,1,0,0,0,0,0,5,3,3,5,2.0384136,4.564348191467836,7.784057002639929,2.1972245773362196,16.11809565095832,0.7121718582729792,2.1972245773362196,6.536691597591305,6.278521424165844,6.104793232414985
1249,168.0,71500556.0,171568,3.0,571.0,R,6.7,0,1,0,1,1,0,0,0,0,0,0,7,6,5,6,2.7500213846153847,4.574710978503383,9.74090979777877,2.3978952727983707,17.073607095985757,1.0116086878720214,2.3978952727983707,9.546812608597396,6.907755278982137,6.787844982309579
1250,15.0,171988.0,448,1.0,16.0,PG-13,5.6,0,0,1,1,0,0,0,0,1,0,0,7,2,2,4,0.28664666666666666,4.663439094112067,7.155396301896734,2.772588722239781,13.304684934198283,-1.249504948278415,2.772588722239781,6.400257445308821,5.583496308781699,5.537334267018537
1251,71.0,64736114.0,36471,0.0,69.0,PG,5.4,0,1,0,0,0,0,1,1,1,0,0,7,3,3,4,0.5394676166666666,4.343805421853684,7.894318063841624,3.912023005428146,18.60300230074632,-0.6171725207997446,3.912023005428146,6.786716950605081,6.683360945766275,6.285998094508865
1252,140.0,37939782.0,62272,0.0,207.0,R,5.6,0,1,0,0,1,0,0,0,0,0,0,6,3,4,5,2.231751882352941,4.564348191467836,8.099857910737585,3.58351893845611,16.64872390202049,0.8027868745195421,3.58351893845611,6.907755278982137,6.363028103540465,6.186208623900494
1253,44.0,13264986.0,12077,2.0,162.0,PG-13,6.0,0,0,0,0,0,0,0,0,1,0,1,6,3,3,4,0.37899959999999994,4.543294782270004,7.419380582918692,2.302585092994046,17.37085861945369,-0.9702201293092388,2.302585092994046,6.542471960506805,6.405228458030842,4.948759890378168
1255,166.0,69772969.0,155532,4.0,543.0,R,6.5,0,0,1,0,0,1,0,0,1,0,0,7,6,5,9,0.8721621125,4.59511985013459,10.163618555900618,4.04305126783455,18.197537192638155,-0.1367799635217873,4.04305126783455,9.903487552536127,8.006367567650246,6.709304340258298
1256,92.0,27338033.0,19709,3.0,167.0,PG-13,6.1,0,1,0,0,1,0,0,0,0,0,0,7,6,3,3,1.1886101304347827,4.574710978503383,9.942612107220178,6.862757913051401,16.951004773893423,0.17278466691156413,6.862757913051401,9.903487552536127,6.311734809152915,4.59511985013459
1257,56.0,6755271.0,7319,4.0,131.0,R,5.3,0,0,0,0,0,1,0,0,0,0,0,6,3,3,5,1.3510541999999999,4.499809670330265,8.007700012884026,3.1354942159291497,15.424948470398375,0.300885176604131,3.1354942159291497,6.741700694652055,6.3818160174060985,6.327936783729195
1259,152.0,40911830.0,55994,0.0,454.0,R,6.0,0,0,0,1,0,0,0,0,1,1,0,7,8,3,6,0.3557550434782609,5.030437921392435,9.618867454120167,6.413458957167357,18.560442686327523,-1.0335128650831227,6.413458957167357,9.392661928770137,6.728628613084702,6.424869023905388
1260,173.0,13622333.0,91377,1.0,385.0,R,7.7,0,1,0,1,1,0,0,0,1,0,0,9,2,2,2,6.8111665,4.663439094112067,5.8888779583328805,0.0,14.508657738524219,1.9185633977099117,0.0,5.594711379601839,3.7612001156935624,2.9444389791664403
1261,149.0,41867960.0,65512,0.0,478.0,R,5.5,0,0,0,0,0,1,0,0,0,0,0,6,3,4,5,2.093398,4.51085950651685,8.014004994779459,2.833213344056216,16.811242831518264,0.7387885830546035,2.833213344056216,6.907755278982137,6.678342114654332,6.507277712385012
1262,78.0,27087695.0,41664,0.0,205.0,PG-13,5.9,0,1,0,1,0,0,0,0,1,0,0,6,3,3,5,1.5303782485875703,4.51085950651685,7.841099765422119,3.367295829986474,16.689075197544057,0.42551492614925995,3.367295829986474,6.7580945044277305,6.385194398997726,6.129050210060545
1263,157.0,5383834.0,173551,0.0,361.0,R,8.1,0,0,0,1,0,1,0,0,0,0,0,9,2,2,2,2.6919169999999997,4.74493212836325,5.762051382780177,0.0,14.508657738524219,0.9902535792120658,0.0,4.442651256490317,4.3694478524670215,3.5553480614894135
1264,127.0,23020488.0,42324,3.0,180.0,PG-13,5.5,0,1,0,0,0,0,1,0,1,0,0,6,3,4,4,0.4427016923076923,4.6443908991413725,7.792348924113037,2.5649493574615367,17.7667542765457,-0.8148591165549572,2.5649493574615367,6.8679744089702925,6.53813982376767,5.8377304471659395
1265,138.0,54228104.0,104991,1.0,544.0,PG-13,7.7,0,0,0,1,1,1,0,0,1,0,0,7,5,5,6,1.5493743999999998,4.875197323201151,9.749870063870528,4.060443010546419,17.37085861945369,0.43785123655431823,4.060443010546419,9.615805480084347,6.907755278982137,6.579251212010101
1266,47.0,54606.0,1940,0.0,34.0,PG-13,6.2,0,1,1,0,1,0,0,0,0,0,0,7,3,4,4,0.009101,4.672828834461906,7.799753318287247,2.3978952727983707,15.60727002719233,-4.6993709813869184,2.3978952727983707,6.650279048587422,6.641182169740591,6.037870919922137
1268,87.0,7262288.0,17307,2.0,186.0,PG-13,6.5,0,1,1,0,0,1,0,0,0,0,0,7,5,4,6,0.1815572,4.30406509320417,9.540866393419853,5.236441962829949,17.50439001207821,-1.7061845234118875,5.236441962829949,9.305650551780507,6.907755278982137,6.762729506931879
1269,107.0,27053815.0,12856,0.0,291.0,PG-13,4.7,0,0,0,0,1,0,0,0,1,0,0,6,3,3,5,0.676345375,4.6443908991413725,7.968319500012717,0.0,17.50439001207821,-0.3910514236458154,0.0,6.871091294610546,6.836259277277067,5.7899601708972535
1271,151.0,18990542.0,22264,3.0,289.0,R,3.0,0,0,0,0,0,0,1,0,1,0,1,8,3,4,5,0.27129345714285713,4.584967478670572,7.924072324923417,5.777652323222656,18.064005800013632,-1.3045541762949147,5.777652323222656,6.907755278982137,6.734591659972948,5.966146739123692
1272,75.0,13558739.0,15427,0.0,121.0,R,5.3,0,1,0,0,0,0,0,0,0,0,0,6,3,4,5,1.2326126363636365,4.553876891600541,7.911690520708339,1.6094379124341003,16.213405830762646,0.20913601128936465,1.6094379124341003,6.907755278982137,6.492239835020471,6.093569770045136
1273,84.0,406035.0,30314,0.0,159.0,R,7.2,0,0,0,1,0,0,0,0,0,0,0,8,6,2,3,0.27069,4.584967478670572,10.417537971057733,3.044522437723423,14.22097566607244,-1.306781024307618,3.044522437723423,10.404262840448617,5.493061443340548,4.330733340286331
1274,179.0,35918429.0,32415,1.0,510.0,R,7.5,0,0,1,1,0,0,0,0,0,0,0,8,4,4,4,21.128487647058822,4.927253685157205,8.286521373681236,4.962844630259907,14.346138809026444,3.0506222553352,4.962844630259907,6.907755278982137,6.773080375655535,6.663132695990803
